id,title,year,age,rotten_tomatoes,netflix,hulu,prime_video,disney_plus
481,The Zookeeper\'s Wife,2017,13+,71/100,1,0,0,0
482,Time Share,2018,18+,71/100,1,0,0,0
483,The Outpost,2019,18+,71/100,1,0,0,0
484,Kabir Singh,2019,,71/100,1,0,0,0
485,Homecoming: A Film by Beyoncé,2019,13+,71/100,1,0,0,0
486,Jerry Seinfeld: 23 Hours to Kill,2020,7+,71/100,1,0,0,0
487,Ip Man 4: The Finale,2019,16+,71/100,1,0,0,0
488,The Laundromat,2019,18+,71/100,1,0,0,0
489,The 12th Man,2017,,71/100,1,1,0,0
490,Bad Trip,2020,18+,71/100,1,0,0,0
491,Mr. Peabody & Sherman,2014,7+,71/100,1,0,0,0
492,Ip Man 3,2015,13+,71/100,1,0,0,0
493,Rang De Basanti,2006,13+,71/100,1,0,0,0
494,The Midnight Sky,2020,13+,71/100,1,0,0,0
495,Mr. Right,2016,18+,71/100,1,0,0,0
496,White Christmas,1954,,71/100,1,0,0,0
497,Synchronic,2020,18+,71/100,1,0,0,0
498,Adrift,2018,13+,70/100,1,0,0,0
499,The Game Changers,2019,,70/100,1,0,0,0
500,Michelle Wolf: Joke Show,2019,,70/100,1,0,0,0
501,Da 5 Bloods,2020,18+,70/100,1,0,0,0
502,The American,2010,18+,70/100,1,0,1,0
503,The Best of Enemies,2019,13+,70/100,1,0,0,0
504,Forgotten,2017,18+,70/100,1,0,1,0
505,I Don\'t Feel at Home in This World Anymore,2017,18+,70/100,1,0,0,0
506,Lupin the Third: The Castle of Cagliostro,1979,7+,70/100,1,0,0,0
507,Never Back Down,2008,13+,70/100,1,0,0,0
508,Fear Street: 1666,2021,18+,70/100,1,0,0,0
509,Zathura: A Space Adventure,2005,7+,70/100,1,0,0,0
510,"Faith, Hope & Love",2019,7+,70/100,1,0,0,0
511,2 States,2014,7+,70/100,1,0,0,0
512,Grass is Greener,2019,,70/100,1,0,0,0
513,May the Devil Take You,2018,18+,70/100,1,0,0,0
514,Double Jeopardy,1999,18+,70/100,1,0,0,0
515,Ava,2020,18+,70/100,1,0,0,0
516,Barfi!,2012,all,70/100,1,0,0,0
517,Barry,2016,,70/100,1,0,0,0
518,Go!,2020,,70/100,1,0,0,0
519,Everybody\'s Fine,2009,13+,70/100,1,0,0,0
520,Monty Python Live at the Hollywood Bowl,1982,18+,70/100,1,0,0,0
521,Parker,2013,18+,70/100,1,0,0,0
522,The Karate Kid Part II,1986,7+,70/100,1,0,0,0
523,System Crasher,2019,,70/100,1,0,0,0
524,Under Siege,1992,18+,70/100,1,0,0,0
525,Brain on Fire,2017,13+,70/100,1,0,0,0
526,The Butterfly\'s Dream,2013,13+,70/100,1,0,0,0
527,The Wrong Missy,2020,18+,70/100,1,0,0,0
528,Battle: Los Angeles,2011,13+,70/100,1,0,0,0
529,Pari,2018,13+,70/100,1,0,1,0
530,The Beguiled,2017,18+,70/100,1,0,0,0
531,Batman: The Killing Joke,2016,18+,70/100,1,0,0,0
532,Sex Drive,2008,18+,70/100,1,0,0,0
533,Mosul,2020,,70/100,1,0,0,0
534,Pokémon the Movie: The Power of Us,2018,all,70/100,1,0,0,0
535,Underdogs,2013,7+,70/100,1,0,1,0
536,The Little Rascals,1994,7+,70/100,1,0,0,0
537,Fun with Dick and Jane,2005,13+,70/100,1,0,1,0
538,Ballerina,2016,7+,70/100,1,0,0,0
539,Hasan Minhaj: Homecoming King,2017,18+,70/100,1,0,0,0
540,An Easy Girl,2019,18+,70/100,1,0,0,0
541,Highway,2014,13+,70/100,1,0,1,0
542,The Book of Henry,2017,13+,70/100,1,0,0,0
543,Reversing Roe,2018,,70/100,1,0,0,0
544,The Clovehitch Killer,2018,13+,70/100,1,1,0,0
545,There\'s Something in the Water,2019,,70/100,1,0,0,0
546,Stuart Little,1999,7+,70/100,1,0,0,0
547,Barakah Meets Barakah,2016,,70/100,1,0,0,0
548,Starsky & Hutch,2004,13+,70/100,1,0,0,0
549,Loving,2016,13+,70/100,1,0,0,0
550,Haider,2014,13+,70/100,1,0,0,0
551,The Twilight Saga: Eclipse,2010,13+,70/100,1,0,0,0
552,Triple 9,2016,18+,70/100,1,0,0,0
553,Spanglish,2004,13+,70/100,1,0,0,0
554,The Spiderwick Chronicles,2008,7+,70/100,1,0,0,0
555,Kahaani,2012,16+,69/100,1,0,0,0
556,Lady J,2018,16+,69/100,1,0,0,0
557,The Interpreter,2005,13+,69/100,1,0,0,0
558,"Frankenstein\'s Monster\'s Monster, Frankenstein",2019,16+,69/100,1,0,0,0
559,Not Another Teen Movie,2001,16+,69/100,1,0,1,0
560,The Cloverfield Paradox,2018,13+,69/100,1,0,0,0
561,Disclosure,2020,18+,69/100,1,0,0,0
562,Hot Girls Wanted,2015,,69/100,1,0,0,0
563,Dead Man Down,2013,18+,69/100,1,0,0,0
564,Fear Street: 1994,2021,,69/100,1,0,0,0
565,Kill the Irishman,2011,18+,69/100,1,0,0,0
566,Set It Up,2018,16+,69/100,1,0,0,0
567,Case 39,2009,18+,69/100,1,0,1,0
568,Outside the Wire,2021,18+,69/100,1,0,0,0
569,Steal a Pencil for Me,2007,,69/100,1,0,0,0
570,Project Power,2020,18+,69/100,1,0,0,0
571,High Strung Free Dance,2018,7+,69/100,1,0,0,0
572,The Twilight Saga: Breaking Dawn - Part 1,2011,13+,69/100,1,0,0,0
573,Marc Maron: Too Real,2017,,69/100,1,0,0,0
574,The Polka King,2017,,69/100,1,0,0,0
575,6 Balloons,2018,18+,69/100,1,0,0,0
576,Amanda Knox,2016,18+,69/100,1,0,0,0
577,At Eternity\'s Gate,2018,13+,69/100,1,0,0,0
578,Anon,2018,18+,69/100,1,0,0,0
579,3 Days to Kill,2014,13+,69/100,1,0,0,0
580,To the Bone,2017,18+,69/100,1,0,0,0
581,Trollhunters: Rise of the Titans,2021,7+,69/100,1,0,0,0
582,Mowgli: Legend of the Jungle,2018,13+,69/100,1,0,0,0
583,Mother\'s Day,2016,13+,69/100,1,0,1,0
584,Mortal Kombat,1995,13+,69/100,1,0,0,0
585,Creep,2014,18+,69/100,1,0,1,0
586,Death to 2020,2020,18+,69/100,1,0,0,0
587,Operation Finale,2018,13+,69/100,1,0,0,0
588,The Great Hack,2019,,69/100,1,0,0,0
589,The Land of Steady Habits,2018,,69/100,1,0,0,0
590,Suffragette,2015,13+,69/100,1,0,0,0
591,Wildlife,2018,13+,69/100,1,0,0,0
592,War Machine,2017,18+,69/100,1,0,0,0
593,Bending the Arc,2017,,69/100,1,0,0,0
594,Kill the Messenger,2014,18+,69/100,1,0,0,0
595,Feminists: What Were They Thinking?,2018,,69/100,1,0,0,0
596,If Anything Happens I Love You,2020,7+,69/100,1,0,0,0
597,Nobody Speak: Trials of the Free Press,2017,16+,69/100,1,0,0,0
598,Sand Castle,2017,18+,69/100,1,0,0,0
599,The Forest of Love,2019,18+,69/100,1,0,0,0
600,Kabhi Alvida Naa Kehna,2006,18+,69/100,1,0,0,0
601,Fatherhood,2021,13+,69/100,1,0,0,0
602,Our Idiot Brother,2011,18+,69/100,1,0,0,0
603,Quién te cantará,2018,,68/100,1,0,0,0
604,Takers,2010,13+,68/100,1,0,1,0
605,Udaan,2010,18+,68/100,1,0,0,0
606,City of Joy,2016,,68/100,1,0,1,0
607,Under the Shadow,2016,13+,68/100,1,0,0,0
608,The Silence of Others,2019,,68/100,1,0,0,0
609,Nacho Libre,2006,7+,68/100,1,0,0,0
610,Ninja Assassin,2009,18+,68/100,1,0,0,0
611,The Twilight Saga: New Moon,2009,13+,68/100,1,0,0,0
612,Rocks,2020,18+,68/100,1,0,0,0
613,Step Up Revolution,2012,13+,68/100,1,1,0,0
614,Giving Voice,2020,13+,68/100,1,0,0,0
615,Like Father,2018,18+,68/100,1,0,0,0
616,Eddie Murphy Raw,1987,18+,68/100,1,0,0,0
617,Berserk: The Golden Age Arc III - The Advent,2013,18+,68/100,1,0,0,0
618,Aval,2017,13+,68/100,1,0,0,0
619,The Promise,2016,13+,68/100,1,0,0,0
620,Prospect,2018,18+,68/100,1,0,0,0
621,Ne Zha,2019,,68/100,1,0,0,0
622,Bad Genius,2017,13+,68/100,1,0,0,0
623,Burning Sands,2017,18+,68/100,1,0,0,0
624,Ludo,2020,13+,68/100,1,0,0,0
625,Eat Pray Love,2010,13+,68/100,1,0,0,0
626,Circle,2015,,68/100,1,0,1,0
627,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,18+,68/100,1,0,0,0
628,Dovlatov,2018,13+,68/100,1,0,0,0
629,Lakshya,2004,all,68/100,1,0,0,0
630,American Murder: The Family Next Door,2020,18+,68/100,1,0,0,0
631,Jab We Met,2007,13+,68/100,1,0,1,0
632,Kuchh Bheege Alfaaz,2018,,68/100,1,0,0,0
633,John Mulaney: The Comeback Kid,2015,7+,68/100,1,0,0,0
634,Apostle,2018,18+,68/100,1,0,0,0
635,After We Collided,2020,18+,68/100,1,0,0,0
636,Mystic Pizza,1988,16+,68/100,1,1,0,0
637,Middle Men,2009,18+,68/100,1,0,0,0
638,To All the Boys: P.S. I Still Love You,2020,16+,68/100,1,0,0,0
639,Malang,2020,,68/100,1,0,0,0
640,Someone Great,2019,18+,68/100,1,0,0,0
641,Time Trap,2017,18+,68/100,1,0,0,0
642,In This Corner of the World,2016,13+,68/100,1,0,0,0
643,C/o Kancharapalem,2018,7+,68/100,1,0,0,0
644,Agneepath,1990,,68/100,1,0,0,0
645,The Package,2018,18+,67/100,1,0,0,0
646,Tau,2018,18+,67/100,1,0,0,0
647,Your Highness,2011,18+,67/100,1,0,1,0
648,Alexander,2004,18+,67/100,1,0,0,0
649,Rurouni Kenshin: The Final,2021,,67/100,1,0,0,0
650,Bill Burr: I\'m Sorry You Feel That Way,2014,18+,67/100,1,0,0,0
651,Berserk: The Golden Age Arc I - The Egg of the King,2012,18+,67/100,1,0,0,0
652,All the Bright Places,2020,18+,67/100,1,0,0,0
653,Streets of Fire,1984,7+,67/100,1,0,0,0
654,Sleepless,2017,18+,67/100,1,0,0,0
655,An Egyptian Story,1982,,67/100,1,0,0,0
656,Major Grom: Plague Doctor,2021,,67/100,1,0,0,0
657,Struggle: The Life and Lost Art of Szukalski,2018,18+,67/100,1,0,0,0
658,Seaspiracy,2021,18+,67/100,1,0,0,0
659,Wish I Was Here,2014,18+,67/100,1,0,0,0
660,Moxie,2021,13+,67/100,1,0,0,0
661,18 Presents,2020,18+,67/100,1,0,0,0
662,Oxygen,2021,18+,67/100,1,0,0,0
663,Private Life,2018,18+,67/100,1,0,0,0
664,The Grandmaster,2013,13+,67/100,1,0,0,0
665,Home Again,2017,13+,67/100,1,0,0,0
666,Athlete A,2020,13+,67/100,1,0,0,0
667,The Outsider,2018,,67/100,1,1,1,0
668,The Fourth Kind,2009,13+,67/100,1,0,0,0
669,Bastille Day,2016,18+,67/100,1,0,0,0
670,The Whole Truth,2016,18+,67/100,1,0,0,0
671,Ibiza,2018,18+,67/100,1,0,0,0
672,Sabotage,2014,18+,67/100,1,0,0,0
673,Penguin Bloom,2021,13+,67/100,1,0,0,0
674,The Kissing Booth 2,2020,,67/100,1,0,0,0
675,Kingsglaive: Final Fantasy XV,2016,13+,67/100,1,0,0,0
676,Mirai,2018,7+,67/100,1,0,0,0
677,Child\'s Play 2,1990,18+,67/100,1,0,0,0
678,World Trade Center,2006,13+,67/100,1,0,1,0
679,OMG: Oh My God!,2012,all,67/100,1,0,0,0
680,A Private War,2018,18+,67/100,1,0,0,0
681,Get on Up,2014,13+,67/100,1,0,0,0
682,The Possession,2012,13+,67/100,1,0,0,0
683,The Angry Birds Movie 2,2019,7+,67/100,1,0,0,0
684,Stowaway,2021,18+,67/100,1,0,0,0
685,Bill Burr: You People Are All The Same,2012,18+,67/100,1,0,0,0
686,Four Christmases,2008,13+,67/100,1,0,0,0
687,Bombay Talkies,2013,13+,67/100,1,0,0,0
688,Vampire Academy,2014,13+,67/100,1,0,0,0
689,Brick Mansions,2014,13+,67/100,1,0,0,0
690,Kingdom: Ashin of the North,2021,18+,67/100,1,0,0,0
691,Andaz Apna Apna,1994,7+,67/100,1,0,0,0
692,Emicida: AmarElo - It\'s All for Yesterday,2020,,67/100,1,0,0,0
693,Blue Miracle,2021,7+,67/100,1,0,0,0
694,Holding the Man,2015,,67/100,1,0,0,0
695,Small Town Crime,2018,18+,67/100,1,0,0,0
696,Ek Ladki Ko Dekha Toh Aisa Laga,2019,,67/100,1,0,0,0
697,First They Killed My Father,2017,18+,67/100,1,0,0,0
698,Rising Phoenix,2020,13+,67/100,1,0,0,0
699,The Wolf\'s Call,2019,16+,67/100,1,0,0,0
700,Paan Singh Tomar,2012,7+,67/100,1,0,0,0
701,John Mulaney & The Sack Lunch Bunch,2019,,67/100,1,0,0,0
702,Seventh Son,2015,13+,67/100,1,0,0,0
703,The Death of Mr. Lazarescu,2005,18+,67/100,1,0,0,0
704,The Occupant,2020,18+,67/100,1,0,0,0
705,The Body Remembers When the World Broke Open,2019,18+,67/100,1,0,0,0
706,The Woman in the Window,2021,18+,67/100,1,0,0,0
707,Berlin Syndrome,2017,18+,67/100,1,0,0,0
708,What the Health,2017,,67/100,1,0,0,0
709,The Runaways,2010,18+,67/100,1,0,0,0
710,Kodachrome,2017,18+,67/100,1,0,0,0
711,Croupier,1998,18+,67/100,1,0,0,0
712,The Smurfs,2011,7+,67/100,1,0,0,0
713,Muppets Most Wanted,2014,7+,67/100,1,0,0,1
714,Creep 2,2017,18+,67/100,1,0,0,0
715,Mandela: Long Walk to Freedom,2013,13+,66/100,1,0,0,0
716,Toilet: A Love Story,2017,,66/100,1,0,0,0
717,The Square,2013,16+,66/100,1,0,0,0
718,Jerry Seinfeld: I\'m Telling You for the Last Time,1998,all,66/100,1,0,0,0
719,"Roxanne, Roxanne",2017,18+,66/100,1,0,0,0
720,Riphagen The Untouchable,2016,,66/100,1,0,0,0
721,Dear Zindagi,2016,13+,66/100,1,0,0,0
722,Vizontele,2001,,66/100,1,0,0,0
723,Good on Paper,2021,18+,66/100,1,0,0,0
724,Ophelia,2019,13+,66/100,1,0,0,0
725,Black Sea,2014,18+,66/100,1,0,0,0
726,Girl,2018,18+,66/100,1,1,0,0
727,Irreplaceable You,2018,18+,66/100,1,0,0,0
728,The Do-Over,2016,18+,66/100,1,0,0,0
729,Metallica: Some Kind of Monster,2004,18+,66/100,1,0,0,0
730,Handsome Devil,2017,18+,66/100,1,0,0,0
731,Unfriended,2015,18+,66/100,1,0,0,0
732,Visaranai,2016,,66/100,1,0,0,0
733,Been So Long,2018,,66/100,1,0,0,0
734,Yes Day,2021,7+,66/100,1,0,0,0
735,Blood Red Sky,2021,18+,66/100,1,0,0,0
736,The Bleeding Edge,2018,16+,66/100,1,0,0,0
737,Tread,2020,,66/100,1,0,0,0
738,Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,18+,66/100,1,0,0,0
739,Kevin Hart: Irresponsible,2019,18+,66/100,1,0,0,0
740,In the Tall Grass,2019,18+,66/100,1,0,0,0
741,Wadjda,2012,7+,66/100,1,0,0,0
742,Ferry,2021,18+,66/100,1,0,0,0
743,The Heartbreak Kid,2007,18+,66/100,1,0,0,0
744,Fools Rush In,1997,13+,66/100,1,0,0,0
745,Wild Child,2008,13+,66/100,1,0,0,0
746,The Lovebirds,2020,18+,66/100,1,0,0,0
747,Machete Kills,2013,18+,66/100,1,0,0,0
748,Sergio,2020,18+,66/100,1,0,0,0
749,The Last Letter From Your Lover,2021,18+,66/100,1,0,0,0
750,Kursk,2018,13+,66/100,1,0,0,0
751,Then Came You,2019,13+,66/100,1,0,0,0
752,Gantz:O,2016,18+,66/100,1,0,0,0
753,Jenny Slate: Stage Fright,2019,18+,66/100,1,0,0,0
754,Taylor Swift: Reputation Stadium Tour,2018,7+,66/100,1,0,0,0
755,Jodhaa Akbar,2008,13+,66/100,1,0,0,0
756,Red Joan,2018,18+,66/100,1,0,0,0
757,Amateur,2018,18+,66/100,1,0,0,0
758,What a Girl Wants,2003,7+,66/100,1,0,0,0
759,Quigley Down Under,1990,13+,66/100,1,0,0,0
760,Cop Out,2010,18+,66/100,1,0,0,0
761,Mindhorn,2016,18+,66/100,1,0,0,0
762,Katt Williams: Great America,2018,18+,66/100,1,0,0,0
763,Lingua Franca,2020,,66/100,1,0,0,0
764,Abduction,2011,13+,66/100,1,0,1,0
765,Copenhagen,2014,,66/100,1,0,0,0
766,High Flying Bird,2019,18+,66/100,1,0,0,0
767,Free to Play,2014,,66/100,1,0,0,0
768,Life of Crime,2013,18+,66/100,1,0,0,0
769,A Very Murray Christmas,2015,18+,66/100,1,0,0,0
770,The Silence,2019,13+,65/100,1,0,0,0
771,Sarah\'s Key,2010,13+,65/100,1,0,0,0
772,Abducted in Plain Sight,2018,all,65/100,1,0,0,0
773,Winchester,2018,13+,65/100,1,0,0,0
774,Our Souls at Night,2017,16+,65/100,1,0,0,0
775,The Karate Kid Part III,1989,7+,65/100,1,0,0,0
776,Haseen Dillruba,2021,18+,65/100,1,0,0,0
777,SampleThis,2013,,65/100,1,0,0,0
778,Bride of Chucky,1998,18+,65/100,1,0,0,0
779,Christine,2016,18+,65/100,1,1,0,0
780,Secret Superstar,2017,,65/100,1,0,0,0
781,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,18+,65/100,1,0,0,0
782,WHAT DID JACK DO?,2017,16+,65/100,1,0,0,0
783,Blue Jay,2016,,65/100,1,0,0,0
784,Deidra & Laney Rob a Train,2017,16+,65/100,1,0,0,0
785,Hari Kondabolu: Warn Your Relatives,2018,,65/100,1,0,0,0
786,Close,2019,18+,65/100,1,0,0,0
787,Sir,2018,,65/100,1,0,0,0
788,Congo,1995,13+,65/100,1,0,0,0
789,The Prom,2020,13+,65/100,1,0,0,0
790,Naruto Shippuden the Movie,2007,13+,65/100,1,0,0,0
791,The Bling Ring,2013,18+,65/100,1,0,0,0
792,Greater,2016,7+,65/100,1,0,0,0
793,7:19,2016,,65/100,1,0,0,0
794,Neal Brennan: 3 Mics,2017,,65/100,1,0,0,0
795,In the Family,2017,,65/100,1,0,0,0
796,The Awakening of Motti Wolkenbruch,2018,,65/100,1,0,0,0
797,Beats,2019,18+,65/100,1,0,1,0
798,Lost Girls,2020,18+,65/100,1,0,0,0
799,The Witch: Part 1. The Subversion,2018,,65/100,1,0,0,0
800,Don,2006,13+,65/100,1,0,0,0
801,A Little Chaos,2015,18+,65/100,1,0,0,0
802,Dennis the Menace,1993,7+,65/100,1,0,0,0
803,iBoy,2017,,65/100,1,0,0,0
804,Rush: Beyond The Lighted Stage,2010,,65/100,1,0,0,0
805,See You Yesterday,2019,,65/100,1,0,0,0
806,Metallica: Through the Never,2013,18+,65/100,1,0,0,0
807,Xtreme,2021,18+,65/100,1,0,0,0
808,Beyond the Clouds,2018,,65/100,1,0,0,0
809,Two Distant Strangers,2020,18+,65/100,1,0,0,0
810,Bert Kreischer: Secret Time,2018,18+,65/100,1,0,0,0
811,To All the Boys: Always and Forever,2021,,65/100,1,0,0,0
812,Breaking Boundaries: The Science of Our Planet,2021,7+,65/100,1,0,0,0
813,"Yes, God, Yes",2019,18+,65/100,1,0,0,0
814,The Long Riders,1980,18+,65/100,1,0,1,0
815,Shepherds and Butchers,2017,18+,65/100,1,0,0,0
816,Big Miracle,2012,7+,65/100,1,0,0,0
817,Gunjan Saxena: The Kargil Girl,2020,16+,65/100,1,0,0,0
818,The Invisible Guardian,2017,16+,65/100,1,0,0,0
819,Cop Car,2015,18+,65/100,1,0,0,0
820,Main Hoon Na,2004,7+,65/100,1,0,0,0
821,Last Breath,2019,18+,65/100,1,0,0,0
822,The Stepfather,2009,13+,65/100,1,1,1,0
823,Joe Rogan: Strange Times,2018,,65/100,1,0,0,0
824,The Sweetest Thing,2002,18+,65/100,1,0,1,0
825,Dil Se..,1998,13+,65/100,1,0,0,0
826,Thunder Force,2021,13+,65/100,1,0,0,0
827,The Ivory Game,2016,,65/100,1,0,0,0
828,Otherhood,2019,18+,65/100,1,0,0,0
829,Space Sweepers,2021,,65/100,1,0,0,0
830,The Prince & Me,2004,7+,65/100,1,0,1,0
831,For the Love of Spock,2016,,65/100,1,0,0,0
832,The Green Inferno,2015,18+,64/100,1,0,0,0
833,A Babysitter\'s Guide to Monster Hunting,2020,,64/100,1,0,0,0
834,Fantastic Fungi,2019,16+,64/100,1,0,0,0
835,West Beirut,1998,13+,64/100,1,0,0,0
836,He Never Died,2015,18+,64/100,1,0,0,0
837,The Nut Job,2014,7+,64/100,1,0,0,0
838,Unicorn Store,2017,,64/100,1,0,0,0
839,Alex Strangelove,2018,18+,64/100,1,0,0,0
840,Naruto Shippuden the Movie: The Will of Fire,2009,13+,64/100,1,0,0,0
841,David Foster: Off the Record,2019,,64/100,1,0,0,0
842,Pihu,2018,all,64/100,1,0,0,0
843,American Me,1992,18+,64/100,1,0,0,0
844,The Christmas Chronicles: Part Two,2020,7+,64/100,1,0,0,0
845,Sinister 2,2015,18+,64/100,1,0,0,0
846,Don\'t Go Breaking My Heart,2011,,64/100,1,0,0,0
847,Black \'47,2018,18+,64/100,1,0,0,0
848,Mute,2018,18+,64/100,1,0,0,0
849,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,13+,64/100,1,0,0,0
850,The Ottoman Lieutenant,2017,18+,64/100,1,0,0,0
851,Teefa in Trouble,2018,13+,64/100,1,0,0,0
852,David Cross: Making America Great Again,2016,,64/100,1,0,0,0
853,The Last Days,1998,13+,64/100,1,0,0,0
854,Fred Claus,2007,7+,64/100,1,0,0,0
855,Sierra Burgess Is a Loser,2018,13+,64/100,1,0,0,0
856,Pariah,2011,18+,64/100,1,0,0,0
857,Cam,2018,18+,64/100,1,0,0,0
858,The Boys in the Band,2020,18+,64/100,1,0,0,0
859,Kai Po Che!,2013,,64/100,1,0,0,0
860,The Tree of Blood,2018,18+,64/100,1,0,0,0
861,Magic Carpet Ride,2005,13+,64/100,1,0,0,0
862,A Sun,2019,,64/100,1,0,0,0
863,The Mirror Has Two Faces,1996,13+,64/100,1,0,0,0
864,The Skin of the Wolf,2018,,64/100,1,0,0,0
865,Come Sunday,2018,16+,64/100,1,0,0,0
866,The Forty-Year-Old Version,2020,18+,64/100,1,0,0,0
867,Eli,2019,18+,64/100,1,0,0,0
868,Naruto the Movie: Ninja Clash in the Land of Snow,2004,16+,64/100,1,0,0,0
869,Tony Robbins: I Am Not Your Guru,2016,,64/100,1,0,0,0
870,Good Burger,1997,7+,64/100,1,0,0,0
871,Jimmy Neutron: Boy Genius,2001,all,64/100,1,0,0,0
872,American Son,2019,,64/100,1,0,0,0
873,The Call,2020,,64/100,1,0,0,0
874,Nights in Rodanthe,2008,13+,64/100,1,0,0,0
875,Dick Johnson Is Dead,2020,13+,64/100,1,0,0,0
876,Maps to the Stars,2014,18+,64/100,1,0,0,0
877,The Hows of Us,2018,,64/100,1,0,0,0
878,Mimi,2021,,64/100,1,0,0,0
879,100 Meters,2016,,64/100,1,0,0,0
880,The Death and Life of Marsha P. Johnson,2017,,64/100,1,0,0,0
881,No Game No Life: Zero,2017,18+,64/100,1,0,0,0
882,Taylor Tomlinson: Quarter-Life Crisis,2020,16+,64/100,1,0,0,0
883,All Day and a Night,2020,18+,64/100,1,0,0,0
884,Ali Wong: Baby Cobra,2016,18+,64/100,1,0,0,0
885,Parmanu: The Story of Pokhran,2018,,64/100,1,0,0,0
886,The Incredible Jessica James,2017,,64/100,1,0,0,0
887,The Happytime Murders,2018,18+,64/100,1,0,0,0
888,The Strangers: Prey at Night,2018,18+,64/100,1,0,0,0
889,Cradle 2 the Grave,2003,18+,64/100,1,0,0,0
890,Jim Gaffigan: King Baby,2009,7+,64/100,1,0,0,0
891,Rust Creek,2019,18+,64/100,1,0,0,0
892,The Smurfs 2,2013,7+,64/100,1,0,0,0
893,Asmaa,2011,,64/100,1,0,0,0
894,Rock On!!,2008,,64/100,1,0,1,0
895,Fisherman’s Friends,2019,13+,64/100,1,0,0,0
896,Avengement,2019,,64/100,1,0,0,0
897,Other People,2016,,64/100,1,0,0,0
898,Kicking and Screaming,1995,18+,64/100,1,0,1,0
899,Tamasha,2015,7+,64/100,1,0,0,0
900,The Meddler,2016,13+,64/100,1,0,0,0
901,White Girl,2016,,64/100,1,0,0,0
902,Below Zero,2021,18+,64/100,1,0,0,0
903,The Climb,2017,,64/100,1,0,1,0
904,The Rachel Divide,2018,18+,64/100,1,0,0,0
905,1000 Mabrouk,2009,,64/100,1,0,0,0
906,Undefeated,2011,13+,64/100,1,0,0,0
907,Lying and Stealing,2019,18+,64/100,1,0,0,0
908,Who Would You Take to a Deserted Island?,2019,,64/100,1,0,0,0
909,Richard Pryor: Live in Concert,1979,18+,64/100,1,0,0,0
910,Om Shanti Om,2007,7+,63/100,1,0,0,0
911,Year One,2009,13+,63/100,1,0,0,0
912,"Waiting for ""Superman""",2010,7+,63/100,1,0,0,0
913,Andhaghaaram,2020,,63/100,1,0,0,0
914,Hop,2011,all,63/100,1,0,0,0
915,Coming Soon,2014,7+,63/100,1,0,0,0
916,The Rugrats Movie,1998,all,63/100,1,0,0,0
917,Jingle Jangle: A Christmas Journey,2020,7+,63/100,1,0,0,0
918,Mission Blue,2014,7+,63/100,1,0,0,0
919,Beverly Hills Ninja,1997,13+,63/100,1,0,0,0
920,In a Valley of Violence,2016,18+,63/100,1,0,0,0
921,The Battered Bastards of Baseball,2014,,63/100,1,0,0,0
922,Inhuman Kiss,2019,,63/100,1,0,0,0
923,The Motive,2017,18+,63/100,1,0,0,0
924,Lust Stories,2018,13+,63/100,1,0,0,0
925,Beyond Skyline,2017,18+,63/100,1,0,0,0
926,Holiday in the Wild,2019,7+,63/100,1,0,0,0
927,Umrika,2015,,63/100,1,0,0,0
928,The Seven Deadly Sins: Prisoners of the Sky,2018,,63/100,1,0,0,0
929,Long Shot,2017,16+,63/100,1,0,0,0
930,Dev.D,2009,13+,63/100,1,0,0,0
931,Judd Apatow: The Return,2017,16+,63/100,1,0,0,0
932,Jaane Tu... Ya Jaane Na,2008,,63/100,1,0,0,0
933,Escape from Planet Earth,2012,7+,63/100,1,0,0,0
934,Aziz Ansari: Live at Madison Square Garden,2015,18+,63/100,1,0,0,0
935,"Yours, Mine & Ours",2005,7+,63/100,1,0,1,0
936,Bully,2011,13+,63/100,1,0,0,0
937,Sleight,2016,18+,63/100,1,0,0,0
938,The Hummingbird Project,2019,18+,63/100,1,0,0,0
939,"Game Over, Man!",2018,18+,63/100,1,0,0,0
940,Edge of Seventeen,1998,18+,63/100,1,0,0,0
941,A Christmas Prince: The Royal Wedding,2018,7+,63/100,1,0,0,0
942,American Outlaws,2001,13+,63/100,1,0,0,0
943,Jim Jefferies: Bare,2014,18+,63/100,1,0,0,0
944,Wake Up Sid,2009,,63/100,1,0,0,0
945,Bill Hicks: Relentless,1992,,63/100,1,0,0,0
946,Mary Magdalene,2018,18+,63/100,1,0,0,0
947,BLACKPINK: Light Up the Sky,2020,all,63/100,1,0,0,0
948,Madras Cafe,2013,13+,63/100,1,0,0,0
949,Berlin Calling,2008,,63/100,1,0,0,0
950,The Titan,2018,18+,63/100,1,0,0,0
951,I Am Not an Easy Man,2018,,63/100,1,0,0,0
952,Love Off the Cuff,2017,,63/100,1,0,0,0
953,Child\'s Play 3,1991,18+,63/100,1,0,0,0
954,Rugrats in Paris: The Movie,2000,all,63/100,1,0,0,0
955,Naruto Shippuden the Movie: Bonds,2008,16+,63/100,1,0,0,0
956,Heneral Luna,2015,18+,63/100,1,0,0,0
957,Delhi Belly,2011,,63/100,1,0,0,0
958,Armed to the Teeth,2018,,63/100,1,0,0,0
959,I Am All Girls,2021,18+,63/100,1,0,0,0
960,Jagame Thandhiram,2021,18+,63/100,1,0,0,0
